TRUCK_ID,MONTH,HOUR,DOW,DAY,PUBLIC_HOLIDAY,LAT,LONG,LOCATION_ID,SUM_DAY_OF_WEEK_AVG_CITY_MENU_TYPE,SUM_PREV_YEAR_MONTH_SALES_CITY_MENU_TYPE,WEATHERCODE,MENU_TYPE_GYROS_ENCODED,MENU_TYPE_CREPES_ENCODED,MENU_TYPE_BBQ_ENCODED,MENU_TYPE_SANDWICHES_ENCODED,MENU_TYPE_Mac & Cheese_encoded,MENU_TYPE_POUTINE_ENCODED,MENU_TYPE_ETHIOPIAN_ENCODED,MENU_TYPE_TACOS_ENCODED,MENU_TYPE_Ice Cream_encoded,MENU_TYPE_Hot Dogs_encoded,MENU_TYPE_CHINESE_ENCODED,MENU_TYPE_Grilled Cheese_encoded,MENU_TYPE_VEGETARIAN_ENCODED,MENU_TYPE_INDIAN_ENCODED,MENU_TYPE_RAMEN_ENCODED,CITY_SEATTLE_ENCODED,CITY_DENVER_ENCODED,CITY_San Mateo_encoded,CITY_New York City_encoded,CITY_BOSTON_ENCODED,REGION_NY_ENCODED,REGION_MA_ENCODED,REGION_CO_ENCODED,REGION_WA_ENCODED,REGION_CA_ENCODED,PREDICTED
34,8,18,1,25,0,47.61424213142437,-122.32468179221117,2556,2.462298295158483e-16,-8.376023260453642e-17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7911.817
34,8,18,1,25,0,47.63158753220869,-122.38849176837148,5177,2.462298295158483e-16,-8.376023260453642e-17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7838.062
34,8,18,1,25,0,47.63515689779656,-122.38986919113913,15102,2.462298295158483e-16,-8.376023260453642e-17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8002.044
34,8,18,1,25,0,47.617580502412494,-122.35899118683804,3659,2.462298295158483e-16,-8.376023260453642e-17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7829.762
34,8,18,1,25,0,47.62182005959806,-122.34812910890376,3890,2.462298295158483e-16,-8.376023260453642e-17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7858.442
34,8,18,1,25,0,47.61529263797368,-122.31973076450927,4131,2.462298295158483e-16,-8.376023260453642e-17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7805.3857
34,8,18,1,25,0,47.66190399874099,-122.29570998132829,1361,2.462298295158483e-16,-8.376023260453642e-17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7971.8467
34,8,18,1,25,0,47.625724891532805,-122.3433852463818,3658,2.462298295158483e-16,-8.376023260453642e-17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7872.444
34,8,18,1,25,0,47.63610192264394,-122.3536332189418,5160,2.462298295158483e-16,-8.376023260453642e-17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7810.4536
34,8,18,1,25,0,47.61072205376554,-122.3367143854755,15024,2.462298295158483e-16,-8.376023260453642e-17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7973.5913
34,8,18,1,25,0,47.61742870237779,-122.31876771384316,15021,2.462298295158483e-16,-8.376023260453642e-17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7902.298
34,8,18,1,25,0,47.61956470477338,-122.31780460881224,2837,2.462298295158483e-16,-8.376023260453642e-17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7884.815
34,8,18,1,25,0,47.69960890944121,-122.3772525745351,2219,2.462298295158483e-16,-8.376023260453642e-17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7771.72
34,8,18,1,25,0,47.60389337406204,-122.32337647349308,3676,2.462298295158483e-16,-8.376023260453642e-17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7917.4146
34,8,18,1,25,0,47.60529394712343,-122.31677578593252,2041,2.462298295158483e-16,-8.376023260453642e-17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7930.2793
34,8,18,1,25,0,47.6523844805815,-122.3224079978522,15018,2.462298295158483e-16,-8.376023260453642e-17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7884.4062
